id,device_id,timestamp,is_event,air_temp,air_humid,air_pressure,gas_resistance,iaq,static_iaq,eco2,bvoc,accuracy,food_temp,door1_open,door2_open,batt_voltage,batt_percent,rssi,memory_free,scale1,scale2,scale3,scale4
754,BeaconHill,2026-01-20 01:09:37.423,True,10.07,80.0,10.0,240998.0,58.0,115.0,1151.0,2.19,3,0.0,False,True,3.99,44.0,-76,113180,19.56,10.05,13.5,13.65
755,BeaconHill,2026-01-20 01:09:40.940,True,10.07,80.0,10.0,240998.0,58.0,115.0,1151.0,2.19,3,0.0,False,False,3.99,44.0,-70,113180,19.57,10.04,13.49,13.6
756,BeaconHill,2026-01-20 01:39:42.237,False,9.37,80.7,10.0,241852.0,72.0,219.0,2185.0,22.82,3,0.0,False,False,3.98,64.0,-77,113180,19.43,10.09,13.45,13.41
757,BeaconHill,2026-01-20 01:56:27.097,True,8.94,81.3,10.0,241852.0,80.0,277.0,2766.0,85.24,3,0.0,False,True,3.98,70.0,-73,112916,19.35,10.07,13.44,13.46
758,BeaconHill,2026-01-20 01:57:20.390,True,8.94,81.3,10.0,241852.0,80.0,277.0,2766.0,85.24,3,0.0,False,False,3.98,70.0,-75,113176,12.44,10.19,12.59,13.37
759,BeaconHill,2026-01-20 01:57:24.017,True,8.94,81.3,10.0,241852.0,80.0,277.0,2766.0,85.24,3,0.0,True,False,3.98,70.0,-76,113176,12.43,10.16,12.6,13.36
760,BeaconHill,2026-01-20 01:57:44.580,True,8.94,81.3,10.0,241852.0,80.0,277.0,2766.0,85.24,3,0.0,False,False,3.98,70.0,-73,113176,11.45,10.37,12.59,13.28
761,BeaconHill,2026-01-20 01:57:47.660,True,8.94,81.3,10.0,241852.0,80.0,277.0,2766.0,85.24,3,0.0,False,True,3.98,70.0,-74,113176,11.46,10.34,12.58,13.24
762,BeaconHill,2026-01-20 01:58:15.677,True,8.94,81.3,10.0,241852.0,80.0,277.0,2766.0,85.24,3,0.0,False,False,3.98,70.0,-77,113176,11.47,10.16,10.44,12.81
763,BeaconHill,2026-01-20 02:20:25.387,True,8.74,81.4,10.0,233737.0,87.0,327.0,3273.0,268.81,3,0.0,False,True,3.98,70.0,-74,113176,11.42,10.05,10.37,12.63
764,BeaconHill,2026-01-20 02:21:03.953,True,8.67,81.4,10.0,235186.0,89.0,335.0,3355.0,323.81,3,0.0,False,False,3.98,70.0,-76,113176,10.51,10.03,10.39,12.55
765,BeaconHill,2026-01-20 02:21:07.670,True,8.67,81.4,10.0,235186.0,89.0,335.0,3355.0,323.81,3,0.0,True,False,3.98,70.0,-76,113176,10.49,10.04,10.4,12.56
766,BeaconHill,2026-01-20 02:21:19.063,True,8.67,81.4,10.0,235186.0,89.0,335.0,3355.0,323.81,3,0.0,True,True,3.98,70.0,-76,113176,10.45,10.08,10.45,12.63
767,BeaconHill,2026-01-20 02:21:20.610,True,8.67,81.4,10.0,235186.0,89.0,335.0,3355.0,323.81,3,0.0,False,True,3.98,70.0,-76,113176,10.45,10.06,10.46,12.62
768,BeaconHill,2026-01-20 02:21:24.347,True,8.67,81.4,10.0,235186.0,89.0,335.0,3355.0,323.81,3,0.0,False,False,3.98,70.0,-76,113176,10.44,10.04,10.48,12.62
769,BeaconHill,2026-01-20 02:21:27.953,True,8.67,81.4,10.0,235186.0,89.0,335.0,3355.0,323.81,3,0.0,False,True,3.98,70.0,-77,113176,10.42,10.04,10.49,12.62
770,BeaconHill,2026-01-20 02:21:29.940,True,8.67,81.4,10.0,235186.0,89.0,335.0,3355.0,323.81,3,0.0,False,False,3.98,70.0,-78,113176,11.29,10.03,10.49,12.62
771,BeaconHill,2026-01-20 02:47:18.503,True,8.28,81.5,10.0,243057.0,96.0,386.0,3862.0,1000.0,3,0.0,False,True,3.97,72.0,-78,113176,11.06,10.03,10.46,12.58
772,BeaconHill,2026-01-20 02:47:46.870,True,8.28,81.5,10.0,243057.0,96.0,386.0,3862.0,1000.0,3,0.0,True,True,3.97,72.0,-78,112892,4.68,9.85,10.46,12.43
773,BeaconHill,2026-01-20 02:47:51.353,True,8.28,81.5,10.0,243057.0,96.0,386.0,3862.0,1000.0,3,0.0,False,True,3.97,72.0,-79,112892,4.65,9.81,10.47,12.41
774,BeaconHill,2026-01-20 02:47:56.947,True,8.28,81.5,10.0,243057.0,96.0,386.0,3862.0,1000.0,3,0.0,True,True,3.97,72.0,-81,112892,4.58,9.73,10.47,12.41
775,BeaconHill,2026-01-20 02:48:51.533,True,8.28,81.5,10.0,243057.0,96.0,386.0,3862.0,1000.0,3,0.0,True,False,3.97,72.0,-74,112924,4.73,6.91,10.49,12.43
776,BeaconHill,2026-01-20 02:49:06.097,True,8.28,81.5,10.0,243057.0,96.0,386.0,3862.0,1000.0,3,0.0,False,False,3.97,72.0,-77,112924,4.63,7.45,10.5,12.51
777,BeaconHill,2026-01-20 02:49:09.267,True,8.28,81.5,10.0,243057.0,96.0,386.0,3862.0,1000.0,3,0.0,False,True,3.97,72.0,-77,112924,4.61,7.46,10.5,12.51
778,BeaconHill,2026-01-20 02:49:33.580,True,8.28,81.5,10.0,243057.0,96.0,386.0,3862.0,1000.0,3,0.0,False,False,3.97,72.0,-75,112924,4.45,7.49,10.48,12.5
779,BeaconHill,2026-01-20 03:02:05.167,True,8.01,81.3,10.0,248182.0,103.0,428.0,4275.0,1000.0,3,0.0,False,True,3.96,72.0,-75,113184,4.42,7.53,10.54,12.58
780,BeaconHill,2026-01-20 03:02:21.047,True,8.01,81.3,10.0,248182.0,103.0,428.0,4275.0,1000.0,3,0.0,True,True,3.96,72.0,-78,113184,3.65,7.52,10.53,12.47
781,BeaconHill,2026-01-20 03:03:05.910,True,8.01,81.3,10.0,248182.0,103.0,428.0,4275.0,1000.0,3,0.0,False,True,3.96,72.0,-76,112896,4.02,7.56,9.84,12.36
782,BeaconHill,2026-01-20 03:03:25.823,True,8.01,81.3,10.0,248182.0,103.0,428.0,4275.0,1000.0,3,0.0,True,True,3.96,72.0,-78,112928,4.07,7.6,9.84,12.27
783,BeaconHill,2026-01-20 03:03:32.187,True,8.01,81.3,10.0,248182.0,103.0,428.0,4275.0,1000.0,3,0.0,True,False,3.96,72.0,-80,112928,4.07,7.63,9.81,12.19
784,BeaconHill,2026-01-20 03:05:26.867,True,8.01,81.3,10.0,248182.0,103.0,428.0,4275.0,1000.0,3,0.0,False,False,3.96,72.0,-77,113188,4.0,5.08,10.26,12.54
785,BeaconHill,2026-01-20 03:05:32.687,True,8.01,81.3,10.0,248182.0,103.0,428.0,4275.0,1000.0,3,0.0,False,True,3.96,72.0,-79,113188,4.01,5.12,10.26,12.54
786,BeaconHill,2026-01-20 03:06:49.367,True,7.98,81.5,10.0,250367.0,102.0,420.0,4198.0,1000.0,3,0.0,False,False,3.96,72.0,-79,113188,3.99,5.05,8.3,12.81
787,BeaconHill,2026-01-20 03:18:49.020,True,7.8,81.1,10.0,250183.0,109.0,470.0,4701.0,1000.0,3,0.0,True,False,3.96,72.0,-77,113188,3.94,5.2,8.25,12.9
788,BeaconHill,2026-01-20 03:18:59.787,True,7.8,81.1,10.0,250183.0,109.0,470.0,4701.0,1000.0,3,0.0,True,True,3.96,72.0,-77,113188,3.94,5.19,8.25,12.88
789,BeaconHill,2026-01-20 03:20:21.720,True,7.8,81.1,10.0,250183.0,109.0,470.0,4701.0,1000.0,3,0.0,False,True,3.96,72.0,-78,113188,7.19,4.79,8.13,12.93
790,BeaconHill,2026-01-20 03:20:24.893,True,7.8,81.1,10.0,250183.0,109.0,470.0,4701.0,1000.0,3,0.0,False,False,3.96,72.0,-78,113188,7.19,4.8,8.14,12.94
791,BeaconHill,2026-01-20 03:29:45.627,True,7.78,80.7,10.0,252777.0,111.0,477.0,4774.0,1000.0,3,0.0,True,False,3.96,72.0,-78,113156,7.18,4.84,8.14,12.96
792,BeaconHill,2026-01-20 03:29:46.530,True,7.78,80.7,10.0,252777.0,111.0,477.0,4774.0,1000.0,3,0.0,True,True,3.96,72.0,-78,113156,7.18,4.84,8.14,12.96
793,BeaconHill,2026-01-20 03:29:49.173,True,7.78,80.7,10.0,252777.0,111.0,477.0,4774.0,1000.0,3,0.0,False,True,3.96,72.0,-84,113156,7.18,4.83,8.14,12.95
794,BeaconHill,2026-01-20 03:30:42.667,True,7.78,80.7,10.0,252777.0,111.0,477.0,4774.0,1000.0,3,0.0,False,False,3.96,72.0,-78,113156,7.16,7.32,8.14,12.9
795,BeaconHill,2026-01-20 04:00:50.307,False,7.41,81.7,10.0,260295.0,113.0,486.0,4865.0,1000.0,3,0.0,False,False,3.95,71.0,-80,113188,7.13,8.02,8.14,13.01
796,BeaconHill,2026-01-20 04:30:50.720,False,7.0,82.3,10.0,258130.0,123.0,541.0,5405.0,1000.0,3,0.0,False,False,3.95,70.0,-81,111600,7.06,8.04,8.16,13.06
797,BeaconHill,2026-01-20 05:00:50.757,False,6.7,82.5,10.0,254473.0,131.0,588.0,5884.0,1000.0,3,0.0,False,False,3.94,69.0,-85,111600,7.01,8.05,8.18,13.1
798,BeaconHill,2026-01-20 05:30:51.173,False,6.34,82.7,10.0,257740.0,140.0,631.0,6310.0,1000.0,3,0.0,False,False,3.93,68.0,-85,111604,6.95,8.05,8.2,13.15
799,BeaconHill,2026-01-20 05:48:06.517,True,6.12,82.8,10.0,260295.0,145.0,657.0,6573.0,1000.0,3,0.0,True,False,3.93,68.0,-79,113176,6.92,8.04,8.2,13.18
800,BeaconHill,2026-01-20 05:48:46.963,True,6.12,82.8,10.0,260295.0,145.0,657.0,6573.0,1000.0,3,0.0,False,False,3.93,68.0,-79,113176,6.92,7.22,8.19,13.22
801,BeaconHill,2026-01-20 05:48:53.980,True,6.12,82.8,10.0,260295.0,145.0,657.0,6573.0,1000.0,3,0.0,False,True,3.93,68.0,-82,113176,6.93,7.16,8.2,13.2
802,BeaconHill,2026-01-20 05:49:40.040,True,6.12,82.8,10.0,260295.0,145.0,657.0,6573.0,1000.0,3,0.0,True,True,3.93,68.0,-84,113176,6.89,6.91,8.19,13.05
803,BeaconHill,2026-01-20 05:49:44.637,True,6.12,82.8,10.0,260295.0,145.0,657.0,6573.0,1000.0,3,0.0,False,True,3.93,68.0,-84,113176,6.94,6.89,8.87,13.05
804,BeaconHill,2026-01-20 05:50:24.363,True,6.12,82.8,10.0,260295.0,145.0,657.0,6573.0,1000.0,3,0.0,True,True,3.93,68.0,-86,113176,7.08,6.81,6.65,13.1
805,BeaconHill,2026-01-20 05:50:25.363,True,6.12,82.8,10.0,260295.0,145.0,657.0,6573.0,1000.0,3,0.0,True,False,3.93,68.0,-80,113176,7.08,6.81,6.65,13.1
806,BeaconHill,2026-01-20 05:52:29.307,True,6.06,82.8,10.0,260097.0,147.0,667.0,6667.0,1000.0,3,0.0,False,False,3.93,68.0,-80,113176,6.97,5.61,6.59,12.92
807,BeaconHill,2026-01-20 05:52:36.887,True,6.06,82.8,10.0,260097.0,147.0,667.0,6667.0,1000.0,3,0.0,False,True,3.93,68.0,-83,113176,6.95,5.6,6.59,12.92
808,BeaconHill,2026-01-20 05:52:39.417,True,6.06,82.8,10.0,260097.0,147.0,667.0,6667.0,1000.0,3,0.0,True,True,3.93,68.0,-80,113176,6.95,5.59,6.58,12.91
809,BeaconHill,2026-01-20 05:52:41.840,True,6.06,82.8,10.0,260097.0,147.0,667.0,6667.0,1000.0,3,0.0,True,False,3.93,68.0,-79,113176,6.95,5.59,6.58,12.91
810,BeaconHill,2026-01-20 05:53:35.427,True,6.06,82.8,10.0,260097.0,147.0,667.0,6667.0,1000.0,3,0.0,True,True,3.93,68.0,-76,113176,6.91,5.6,10.25,10.43
811,BeaconHill,2026-01-20 05:53:38.503,True,6.06,82.8,10.0,260097.0,147.0,667.0,6667.0,1000.0,3,0.0,False,True,3.93,68.0,-85,113176,6.91,5.6,10.24,10.42
812,BeaconHill,2026-01-20 05:54:33.857,True,6.06,82.8,10.0,260097.0,147.0,667.0,6667.0,1000.0,3,0.0,True,False,3.93,68.0,-80,112864,6.94,5.51,13.57,8.09
813,BeaconHill,2026-01-20 05:54:49.403,True,6.06,82.8,10.0,260097.0,147.0,667.0,6667.0,1000.0,3,0.0,False,False,3.93,68.0,-81,112896,6.94,5.51,13.56,8.13
814,BeaconHill,2026-01-20 05:58:07.167,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,True,False,3.93,68.0,-80,113156,6.93,5.52,13.48,8.0
815,BeaconHill,2026-01-20 05:58:10.323,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,True,True,3.93,68.0,-81,113156,6.92,5.52,13.49,8.01
816,BeaconHill,2026-01-20 05:58:11.963,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,False,True,3.93,68.0,-80,113156,6.92,5.51,13.5,7.98
817,BeaconHill,2026-01-20 05:58:58.710,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,True,True,3.93,68.0,-80,113156,6.93,5.29,13.16,7.91
818,BeaconHill,2026-01-20 05:59:17.760,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,True,False,3.93,68.0,-76,113156,6.92,5.3,13.03,5.66
819,BeaconHill,2026-01-20 05:59:28.093,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,False,False,3.93,68.0,-81,113156,6.92,5.3,12.98,5.2
820,BeaconHill,2026-01-20 05:59:50.300,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,True,False,3.93,68.0,-80,113156,6.97,5.37,12.95,5.11
821,BeaconHill,2026-01-20 06:00:13.710,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,False,False,3.93,68.0,-86,113156,7.03,3.82,12.97,4.69
822,BeaconHill,2026-01-20 06:00:20.403,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,False,True,3.93,68.0,-82,113156,7.03,3.81,12.96,4.68
823,BeaconHill,2026-01-20 06:00:22.700,True,5.99,84.3,10.0,267223.0,138.0,612.0,6118.0,1000.0,3,0.0,False,False,3.93,68.0,-79,113156,7.03,3.8,12.96,4.66
824,BeaconHill,2026-01-20 06:23:09.133,True,5.74,83.3,10.0,271043.0,150.0,676.0,6761.0,1000.0,3,0.0,True,False,3.93,68.0,-87,113156,7.0,3.81,12.9,4.35
825,BeaconHill,2026-01-20 06:23:31.043,True,5.74,83.3,10.0,271043.0,150.0,676.0,6761.0,1000.0,3,0.0,False,False,3.93,68.0,-82,113156,6.97,3.13,12.93,4.3
826,BeaconHill,2026-01-20 06:23:34.120,True,5.74,83.3,10.0,271043.0,150.0,676.0,6761.0,1000.0,3,0.0,False,True,3.93,68.0,-83,113156,6.97,3.12,12.93,4.29
827,BeaconHill,2026-01-20 06:24:22.803,True,5.74,83.3,10.0,271043.0,150.0,676.0,6761.0,1000.0,3,0.0,False,False,3.93,68.0,-77,113156,6.92,3.04,6.12,4.18
828,BeaconHill,2026-01-20 06:54:27.027,False,5.06,83.4,10.0,276309.0,170.0,784.0,7841.0,1000.0,3,0.0,False,False,3.92,67.0,-84,111600,6.89,2.92,6.03,4.16
829,BeaconHill,2026-01-20 07:24:26.940,False,4.51,83.5,10.0,278791.0,187.0,868.0,8678.0,1000.0,3,0.0,False,False,3.92,66.0,-85,111356,6.82,2.93,6.02,4.22
830,BeaconHill,2026-01-20 07:54:27.820,False,4.15,83.6,10.0,283421.0,197.0,911.0,9113.0,1000.0,3,0.0,False,False,3.91,66.0,-85,111588,6.77,2.94,6.03,4.29
831,BeaconHill,2026-01-20 08:24:28.200,False,3.8,83.6,10.0,287237.0,200.0,954.0,9536.0,1000.0,2,0.0,False,False,3.91,65.0,-86,111588,6.71,2.94,6.03,4.35
832,BeaconHill,2026-01-20 08:54:28.723,False,3.51,83.6,10.0,289921.0,200.0,986.0,9865.0,1000.0,2,0.0,False,False,3.9,65.0,-86,111588,6.67,2.95,6.05,4.42
833,BeaconHill,2026-01-20 09:24:28.927,False,3.18,83.6,10.0,291655.0,200.0,1031.0,10306.0,1000.0,2,0.0,False,False,3.9,64.0,-85,111588,6.62,2.96,6.06,4.47
834,BeaconHill,2026-01-20 09:54:29.293,False,2.88,83.6,10.0,291406.0,200.0,1070.0,10699.0,1000.0,2,0.0,False,False,3.9,64.0,-85,111608,6.58,2.97,6.07,4.51
835,BeaconHill,2026-01-20 10:24:30.087,False,2.56,83.6,10.0,290414.0,200.0,1115.0,11149.0,1000.0,2,0.0,False,False,3.89,63.0,-84,111364,6.53,2.98,6.08,4.57
836,BeaconHill,2026-01-20 10:54:29.720,False,2.33,83.6,10.0,295186.0,200.0,1129.0,11294.0,1000.0,2,0.0,False,False,3.89,63.0,-84,111608,6.5,3.0,6.09,4.62
837,BeaconHill,2026-01-20 11:24:29.807,False,2.2,83.6,10.0,298542.0,200.0,1129.0,11290.0,1000.0,2,0.0,False,False,3.89,63.0,-84,111608,6.47,3.01,6.1,4.65
838,BeaconHill,2026-01-20 11:54:29.730,False,2.13,83.4,10.0,300381.0,200.0,1124.0,11237.0,1000.0,2,0.0,False,False,3.88,62.0,-85,111364,6.45,3.03,6.1,4.69
839,BeaconHill,2026-01-20 12:24:30.243,False,1.97,83.2,10.0,298542.0,200.0,1142.0,11423.0,1000.0,2,0.0,False,False,3.88,62.0,-85,111588,6.44,3.04,6.11,4.71
840,BeaconHill,2026-01-20 12:54:30.257,False,1.81,83.3,10.0,303048.0,200.0,1141.0,11405.0,1000.0,2,0.0,False,False,3.87,61.0,-85,111588,6.42,3.07,6.11,4.74
841,BeaconHill,2026-01-20 13:24:30.873,False,1.7,83.2,10.0,305216.0,200.0,1140.0,11399.0,1000.0,2,0.0,False,False,3.87,61.0,-84,111576,6.41,3.08,6.11,4.75
842,BeaconHill,2026-01-20 13:54:31.230,False,1.57,83.3,10.0,306312.0,200.0,1138.0,11375.0,1000.0,2,0.0,False,False,3.87,60.0,-86,111576,6.4,3.09,6.11,4.76
843,BeaconHill,2026-01-20 14:24:31.840,False,1.56,83.4,10.0,306037.0,199.0,1116.0,11156.0,1000.0,3,0.0,False,False,3.86,59.0,-79,111348,6.39,3.1,6.11,4.77
844,BeaconHill,2026-01-20 14:37:25.177,True,1.49,83.3,10.0,309085.0,200.0,1115.0,11154.0,1000.0,2,0.0,False,True,3.86,58.0,-79,113172,6.39,3.11,6.11,4.78
845,BeaconHill,2026-01-20 14:37:37.893,True,1.49,83.3,10.0,309085.0,200.0,1115.0,11154.0,1000.0,2,0.0,False,False,3.86,58.0,-78,113172,6.33,3.01,6.12,4.72
846,BeaconHill,2026-01-20 14:37:41.503,True,1.49,83.3,10.0,309085.0,200.0,1115.0,11154.0,1000.0,2,0.0,True,False,3.86,58.0,-76,113172,6.27,3.0,6.12,4.74
847,BeaconHill,2026-01-20 14:37:56.067,True,1.49,83.3,10.0,309085.0,200.0,1115.0,11154.0,1000.0,2,0.0,False,False,3.86,58.0,-82,113172,6.13,2.98,6.14,4.84
848,BeaconHill,2026-01-20 15:08:02.137,False,1.57,83.8,10.0,311625.0,194.0,1056.0,10563.0,1000.0,3,0.0,False,False,3.85,57.0,-77,113172,6.01,2.99,6.17,5.13
849,BeaconHill,2026-01-20 15:38:02.447,False,1.67,83.3,10.0,308806.0,194.0,1039.0,10392.0,1000.0,3,0.0,False,False,3.85,56.0,-74,111348,6.02,3.01,6.17,5.1
850,BeaconHill,2026-01-20 15:49:15.933,True,1.68,83.3,10.0,311625.0,193.0,1024.0,10239.0,1000.0,3,0.0,True,False,3.85,56.0,-76,113164,6.02,3.03,6.17,5.1
851,BeaconHill,2026-01-20 15:49:17.980,True,1.68,83.3,10.0,311625.0,193.0,1024.0,10239.0,1000.0,3,0.0,False,False,3.85,56.0,-71,113164,6.02,3.03,6.17,5.66
852,BeaconHill,2026-01-20 15:54:31.607,True,1.69,83.4,10.0,311910.0,193.0,1017.0,10171.0,1000.0,3,0.0,False,True,3.85,56.0,-75,113164,6.02,2.9,6.18,5.62
853,BeaconHill,2026-01-20 15:54:35.907,True,1.69,83.4,10.0,311910.0,193.0,1017.0,10171.0,1000.0,3,0.0,False,False,3.85,56.0,-74,113164,6.02,2.88,6.18,5.6
854,BeaconHill,2026-01-20 15:54:39.623,True,1.69,83.4,10.0,311910.0,193.0,1017.0,10171.0,1000.0,3,0.0,True,False,3.85,56.0,-77,113164,6.02,2.88,6.17,5.6
855,BeaconHill,2026-01-20 15:54:52.220,True,1.69,83.4,10.0,311910.0,193.0,1017.0,10171.0,1000.0,3,0.0,False,False,3.85,56.0,-77,113164,6.0,2.86,6.16,5.6
856,BeaconHill,2026-01-20 16:24:53.817,False,1.96,83.8,10.0,309927.0,183.0,931.0,9310.0,1000.0,3,0.0,False,False,3.84,55.0,-74,111584,5.99,2.81,6.17,5.6
857,BeaconHill,2026-01-20 16:54:54.540,False,1.94,83.3,10.0,309085.0,186.0,934.0,9342.0,1000.0,3,0.0,False,False,3.84,53.0,-73,111584,6.01,2.83,6.17,5.58
858,BeaconHill,2026-01-20 17:24:54.063,False,1.99,83.4,10.0,309646.0,184.0,902.0,9018.0,1000.0,3,0.0,False,False,3.83,52.0,-74,111584,6.03,2.86,6.16,5.58
859,BeaconHill,2026-01-20 17:27:43.053,True,2.02,83.4,10.0,306587.0,184.0,899.0,8988.0,1000.0,3,0.0,False,True,3.83,51.0,-77,112924,6.03,2.86,6.16,5.57
860,BeaconHill,2026-01-20 17:27:51.603,True,2.02,83.4,10.0,306587.0,184.0,899.0,8988.0,1000.0,3,0.0,True,True,3.83,51.0,-72,112924,6.04,2.83,6.17,5.49
861,BeaconHill,2026-01-20 17:28:27.173,True,2.02,83.4,10.0,306587.0,184.0,899.0,8988.0,1000.0,3,0.0,False,True,3.83,51.0,-72,112924,6.03,3.33,6.15,5.37
862,BeaconHill,2026-01-20 17:28:30.250,True,2.02,83.4,10.0,306587.0,184.0,899.0,8988.0,1000.0,3,0.0,False,False,3.83,51.0,-73,112924,6.03,3.3,6.15,5.4
863,BeaconHill,2026-01-20 17:58:35.293,False,2.14,84.0,10.0,314207.0,174.0,823.0,8228.0,1000.0,3,0.0,False,False,3.82,49.0,-73,111384,6.06,3.01,6.12,5.58
864,BeaconHill,2026-01-20 18:13:35.200,True,2.37,84.2,10.0,313918.0,166.0,763.0,7627.0,1000.0,3,0.0,True,False,3.82,49.0,-72,112960,6.09,3.02,6.11,5.56
865,BeaconHill,2026-01-20 18:13:50.547,True,2.37,84.2,10.0,313918.0,166.0,763.0,7627.0,1000.0,3,0.0,True,True,3.82,49.0,-73,112960,6.08,3.05,6.11,4.55
866,BeaconHill,2026-01-20 18:13:53.513,True,2.37,84.2,10.0,313918.0,166.0,763.0,7627.0,1000.0,3,0.0,False,True,3.82,49.0,-74,112960,6.07,3.03,6.12,4.54
867,BeaconHill,2026-01-20 18:14:33.110,True,2.37,84.2,10.0,313918.0,166.0,763.0,7627.0,1000.0,3,0.0,False,False,3.82,49.0,-73,112960,5.74,2.89,4.89,4.47
868,BeaconHill,2026-01-20 18:14:36.627,True,2.37,84.2,10.0,313918.0,166.0,763.0,7627.0,1000.0,3,0.0,True,False,3.82,49.0,-72,112960,5.74,2.9,4.88,4.48
869,BeaconHill,2026-01-20 18:14:45.290,True,2.37,84.2,10.0,313918.0,166.0,763.0,7627.0,1000.0,3,0.0,False,False,3.82,49.0,-72,112960,5.73,2.9,4.87,4.47
870,BeaconHill,2026-01-20 18:14:52.963,True,2.37,84.2,10.0,313918.0,166.0,763.0,7627.0,1000.0,3,0.0,True,False,3.82,49.0,-73,112960,5.73,2.87,4.86,4.51
871,BeaconHill,2026-01-20 18:14:59.620,True,2.37,84.2,10.0,313918.0,166.0,763.0,7627.0,1000.0,3,0.0,False,False,3.82,49.0,-70,112960,5.73,2.31,4.86,4.54
872,BeaconHill,2026-01-20 18:45:07.773,False,3.23,83.8,10.0,307970.0,141.0,600.0,5999.0,1000.0,3,0.0,False,False,3.82,47.0,-74,112976,5.82,2.47,4.86,4.44
873,BeaconHill,2026-01-20 18:53:04.157,True,3.52,83.4,10.0,305216.0,135.0,558.0,5578.0,1000.0,3,0.0,True,False,3.82,47.0,-74,112976,5.85,2.47,4.86,4.41
874,BeaconHill,2026-01-20 18:53:14.797,True,3.52,83.4,10.0,305216.0,135.0,558.0,5578.0,1000.0,3,0.0,False,False,3.82,47.0,-75,112976,5.85,2.48,4.85,4.4
