id,device_id,timestamp,is_event,air_temp,air_humid,air_pressure,gas_resistance,iaq,static_iaq,eco2,bvoc,accuracy,food_temp,door1_open,door2_open,batt_voltage,batt_percent,rssi,memory_free,scale1,scale2,scale3,scale4
1069,BeaconHill,2026-01-22 00:15:24.417,False,7.51,84.8,10.0,248002.0,48.0,37.0,433.0,0.37,2,0.0,False,False,3.58,2.0,-79,111132,9.36,-0.41,3.54,0.49
1070,BeaconHill,2026-01-22 00:45:24.467,False,6.8,84.4,10.0,251845.0,69.0,193.0,1930.0,12.81,3,0.0,False,False,3.58,2.0,-78,111376,9.33,-0.44,3.54,0.5
1071,BeaconHill,2026-01-22 01:15:24.863,False,5.81,85.7,10.0,258130.0,87.0,322.0,3215.0,235.86,3,0.0,False,False,3.58,2.0,-79,111396,9.22,-0.48,3.55,0.56
1072,BeaconHill,2026-01-22 01:19:57.723,True,5.67,85.9,10.0,259898.0,90.0,339.0,3387.0,348.46,3,0.0,False,True,3.58,2.0,-79,112976,9.2,-0.49,3.55,0.57
1073,BeaconHill,2026-01-22 01:20:02.117,True,5.67,85.9,10.0,259898.0,90.0,339.0,3387.0,348.46,3,0.0,False,False,3.58,2.0,-82,112976,9.2,-0.5,3.55,0.56
1074,BeaconHill,2026-01-22 01:50:05.983,False,4.93,86.5,10.0,263510.0,106.0,449.0,4491.0,1000.0,3,0.0,False,False,3.58,2.0,-83,112976,9.09,-0.49,3.57,0.66
1075,BeaconHill,2026-01-22 01:56:12.673,True,4.76,86.6,10.0,262497.0,110.0,478.0,4776.0,1000.0,3,0.0,False,True,3.57,2.0,-79,112976,9.07,-0.49,3.57,0.67
1076,BeaconHill,2026-01-22 01:56:16.313,True,4.76,86.6,10.0,262497.0,110.0,478.0,4776.0,1000.0,3,0.0,True,True,3.57,2.0,-81,112976,9.07,-0.52,3.57,0.64
1077,BeaconHill,2026-01-22 01:56:18.847,True,4.76,86.6,10.0,262497.0,110.0,478.0,4776.0,1000.0,3,0.0,False,True,3.57,2.0,-84,112976,9.06,-0.52,3.57,0.64
1078,BeaconHill,2026-01-22 01:56:34.507,True,4.76,86.6,10.0,262497.0,110.0,478.0,4776.0,1000.0,3,0.0,True,True,3.57,2.0,-85,112976,9.09,-0.59,6.88,0.61
1079,BeaconHill,2026-01-22 01:56:36.927,True,4.76,86.6,10.0,262497.0,110.0,478.0,4776.0,1000.0,3,0.0,False,True,3.57,2.0,-83,112976,9.09,-0.6,6.88,1.46
1080,BeaconHill,2026-01-22 01:57:27.677,True,4.76,86.6,10.0,262497.0,110.0,478.0,4776.0,1000.0,3,0.0,False,False,3.57,2.0,-83,112976,9.1,0.71,6.87,7.68
1081,BeaconHill,2026-01-22 02:02:18.547,True,4.66,86.7,10.0,259503.0,114.0,501.0,5012.0,1000.0,3,0.0,False,True,3.57,2.0,-80,112976,9.08,0.76,6.85,7.83
1082,BeaconHill,2026-01-22 02:02:20.107,True,4.66,86.7,10.0,259503.0,114.0,501.0,5012.0,1000.0,3,0.0,True,True,3.57,2.0,-82,112976,9.08,0.74,6.85,7.81
1083,BeaconHill,2026-01-22 02:02:22.203,True,4.66,86.7,10.0,259503.0,114.0,501.0,5012.0,1000.0,3,0.0,True,False,3.57,2.0,-81,112976,9.07,0.73,6.85,7.81
1084,BeaconHill,2026-01-22 02:02:51.757,True,4.66,86.7,10.0,259503.0,114.0,501.0,5012.0,1000.0,3,0.0,False,False,3.57,2.0,-85,112976,9.17,0.83,6.78,6.37
1085,BeaconHill,2026-01-22 02:03:09.147,True,4.66,86.7,10.0,259503.0,114.0,501.0,5012.0,1000.0,3,0.0,True,False,3.57,2.0,-85,112976,9.14,1.01,6.77,6.35
1086,BeaconHill,2026-01-22 02:03:13.320,True,4.66,86.7,10.0,259503.0,114.0,501.0,5012.0,1000.0,3,0.0,False,False,3.57,2.0,-85,112976,9.14,0.95,6.77,6.33
1087,BeaconHill,2026-01-22 02:33:20.070,False,5.19,86.0,10.0,249452.0,105.0,432.0,4322.0,1000.0,3,0.0,False,False,3.57,2.0,-85,112940,9.09,0.61,6.79,6.21
1088,BeaconHill,2026-01-22 03:00:31.347,True,4.83,86.3,10.0,244976.0,116.0,498.0,4978.0,1000.0,3,0.0,True,False,3.57,2.0,-80,112940,7.84,0.62,6.74,6.39
1089,BeaconHill,2026-01-22 03:01:01.897,True,4.83,86.3,10.0,244976.0,116.0,498.0,4978.0,1000.0,3,0.0,False,False,3.57,2.0,-83,112940,7.83,0.62,6.76,6.25
1090,BeaconHill,2026-01-22 03:31:02.190,False,4.46,87.5,10.0,262295.0,115.0,482.0,4819.0,1000.0,3,0.0,False,False,3.57,2.0,-84,111364,7.77,0.65,6.82,6.39
1091,BeaconHill,2026-01-22 04:01:02.117,False,4.17,88.1,10.0,262497.0,121.0,512.0,5119.0,1000.0,3,0.0,False,False,3.56,2.0,-80,111364,7.71,0.64,6.82,6.41
1092,BeaconHill,2026-01-22 04:31:02.437,False,3.7,88.3,10.0,247642.0,139.0,620.0,6201.0,1000.0,3,0.0,False,False,3.56,2.0,-79,111128,7.67,0.64,6.83,6.47
1093,BeaconHill,2026-01-22 05:01:03.283,False,3.32,88.6,10.0,263918.0,144.0,637.0,6371.0,1000.0,3,0.0,False,False,3.55,2.0,-82,111388,7.6,0.64,6.83,6.52
1094,BeaconHill,2026-01-22 05:31:03.427,False,3.13,88.3,10.0,248002.0,157.0,709.0,7091.0,1000.0,3,0.0,False,False,3.55,2.0,-79,111388,7.56,0.63,6.84,6.57
1095,BeaconHill,2026-01-22 05:50:54.267,True,2.97,87.7,10.0,278791.0,155.0,685.0,6849.0,1000.0,3,0.0,False,True,3.55,2.0,-79,112956,7.54,0.63,6.86,6.61
1096,BeaconHill,2026-01-22 05:50:59.987,True,2.97,87.7,10.0,278791.0,155.0,685.0,6849.0,1000.0,3,0.0,False,False,3.55,2.0,-77,112956,7.55,0.61,5.89,7.68
1097,BeaconHill,2026-01-22 06:21:06.093,False,2.61,88.3,10.0,263104.0,170.0,760.0,7599.0,1000.0,3,0.0,False,False,3.55,2.0,-79,112956,7.51,0.5,5.98,7.99
1098,BeaconHill,2026-01-22 06:51:06.493,False,2.27,88.7,10.0,256192.0,181.0,813.0,8128.0,1000.0,3,0.0,False,False,3.54,2.0,-76,111372,7.45,0.5,5.99,8.06
1099,BeaconHill,2026-01-22 07:21:06.437,False,2.01,88.9,10.0,265354.0,186.0,822.0,8218.0,1000.0,3,0.0,False,False,3.54,2.0,-77,111128,7.4,0.51,6.01,8.13
1100,BeaconHill,2026-01-22 07:51:06.803,False,2.01,88.8,10.0,273870.0,183.0,793.0,7929.0,1000.0,3,0.0,False,False,3.54,1.0,-76,111388,7.36,0.52,6.04,8.18
1101,BeaconHill,2026-01-22 08:21:06.810,False,1.6,88.5,10.0,279019.0,198.0,859.0,8590.0,1000.0,3,0.0,False,False,3.53,1.0,-77,111144,7.3,0.51,6.06,8.25
1102,BeaconHill,2026-01-22 08:51:06.787,False,1.23,89.0,10.0,279476.0,200.0,901.0,9006.0,1000.0,3,0.0,False,False,3.53,1.0,-77,111388,7.25,0.52,6.08,8.34
1103,BeaconHill,2026-01-22 09:21:07.123,False,1.31,89.1,10.0,283186.0,195.0,855.0,8550.0,1000.0,3,0.0,False,False,3.53,1.0,-79,111392,7.22,0.54,6.09,8.38
1104,BeaconHill,2026-01-22 09:51:07.067,False,1.25,88.8,10.0,288207.0,197.0,849.0,8490.0,1000.0,3,0.0,False,False,3.52,1.0,-79,111392,7.21,0.54,6.08,8.39
1105,BeaconHill,2026-01-22 10:21:07.580,False,0.76,88.6,10.0,292404.0,200.0,933.0,9326.0,1000.0,2,0.0,False,False,3.52,1.0,-78,111132,7.15,0.54,6.1,8.48
1106,BeaconHill,2026-01-22 10:51:07.510,False,0.59,89.1,10.0,294676.0,198.0,928.0,9279.0,1000.0,3,0.0,False,False,3.51,1.0,-79,111132,7.12,0.54,6.11,8.54
1107,BeaconHill,2026-01-22 11:21:07.910,False,0.56,88.9,10.0,296211.0,199.0,918.0,9177.0,1000.0,3,0.0,False,False,3.51,1.0,-78,111376,7.1,0.54,6.11,8.56
1108,BeaconHill,2026-01-22 11:51:07.867,False,0.24,88.8,10.0,302779.0,200.0,957.0,9565.0,1000.0,2,0.0,False,False,3.5,1.0,-78,111376,7.06,0.53,6.12,8.61
1109,BeaconHill,2026-01-22 12:21:08.237,False,-0.01,88.9,10.0,301442.0,200.0,987.0,9869.0,1000.0,2,0.0,False,False,3.5,1.0,-79,111396,7.02,0.53,6.13,8.66
1110,BeaconHill,2026-01-22 12:51:08.217,False,-0.19,89.0,10.0,298804.0,200.0,1008.0,10085.0,1000.0,2,0.0,False,False,3.49,1.0,-77,111396,6.99,0.52,6.13,8.69
1111,BeaconHill,2026-01-22 13:21:08.190,False,-0.45,89.2,10.0,298804.0,200.0,1036.0,10358.0,1000.0,2,0.0,False,False,3.48,1.0,-76,111152,6.97,0.52,6.13,8.73
1112,BeaconHill,2026-01-22 13:39:25.130,True,-0.57,89.2,10.0,298281.0,200.0,1046.0,10460.0,1000.0,2,0.0,True,False,3.48,1.0,-77,112968,6.96,0.52,6.13,8.73
1113,BeaconHill,2026-01-22 13:39:27.570,True,-0.57,89.2,10.0,298281.0,200.0,1046.0,10460.0,1000.0,2,0.0,False,False,3.48,1.0,-76,112968,6.96,0.53,6.13,8.73
1114,BeaconHill,2026-01-22 13:39:30.750,True,-0.57,89.2,10.0,298281.0,200.0,1046.0,10460.0,1000.0,2,0.0,False,True,3.48,1.0,-74,112968,6.96,0.51,6.13,8.72
1115,BeaconHill,2026-01-22 13:40:22.623,True,-0.57,89.2,10.0,298281.0,200.0,1046.0,10460.0,1000.0,2,0.0,True,True,3.48,1.0,-76,112968,6.72,0.4,5.82,8.91
1116,BeaconHill,2026-01-22 13:40:41.670,True,-0.57,89.2,10.0,298281.0,200.0,1046.0,10460.0,1000.0,2,0.0,False,True,3.48,1.0,-78,112968,5.72,0.43,5.75,8.76
1117,BeaconHill,2026-01-22 13:40:46.173,True,-0.57,89.2,10.0,298281.0,200.0,1046.0,10460.0,1000.0,2,0.0,False,False,3.48,1.0,-77,112968,5.71,0.43,5.75,8.81
1118,BeaconHill,2026-01-22 14:10:48.700,False,-0.68,89.5,10.0,302511.0,200.0,1032.0,10317.0,1000.0,2,0.0,False,False,3.47,1.0,-77,111144,5.66,0.6,5.76,9.26
1119,BeaconHill,2026-01-22 14:40:49.737,False,-0.4,89.2,10.0,298281.0,193.0,973.0,9734.0,1000.0,3,0.0,False,False,3.47,1.0,-78,111392,5.67,0.6,5.76,9.26
1120,BeaconHill,2026-01-22 15:03:55.783,True,-0.3,88.8,10.0,296211.0,192.0,951.0,9513.0,1000.0,3,0.0,True,False,3.46,0.0,-78,112972,5.68,0.61,5.76,9.25
1121,BeaconHill,2026-01-22 15:04:00.627,True,-0.3,88.8,10.0,296211.0,192.0,951.0,9513.0,1000.0,3,0.0,True,True,3.46,0.0,-76,112972,5.68,0.63,5.76,9.27
1122,BeaconHill,2026-01-22 15:04:06.333,True,-0.3,88.8,10.0,296211.0,192.0,951.0,9513.0,1000.0,3,0.0,False,True,3.46,0.0,-78,112972,5.67,0.61,5.74,9.25
1123,BeaconHill,2026-01-22 15:04:09.503,True,-0.3,88.8,10.0,296211.0,192.0,951.0,9513.0,1000.0,3,0.0,False,False,3.46,0.0,-78,112972,5.67,0.6,5.75,9.26
1124,BeaconHill,2026-01-22 15:34:10.740,False,-0.19,88.9,10.0,288451.0,190.0,923.0,9225.0,1000.0,3,0.0,False,False,3.45,0.0,-86,112956,5.63,0.54,5.81,9.3
1125,BeaconHill,2026-01-22 15:57:41.373,True,-0.06,88.6,10.0,286996.0,188.0,894.0,8938.0,1000.0,3,0.0,False,True,3.45,0.0,-79,112952,5.65,0.57,5.8,9.29
1126,BeaconHill,2026-01-22 15:57:45.343,True,-0.06,88.6,10.0,286996.0,188.0,894.0,8938.0,1000.0,3,0.0,False,False,3.45,0.0,-80,112952,5.65,0.56,5.8,9.27
1127,BeaconHill,2026-01-22 15:57:51.907,True,-0.06,88.6,10.0,286996.0,188.0,894.0,8938.0,1000.0,3,0.0,True,False,3.45,0.0,-80,112952,5.6,0.58,5.8,9.29
1128,BeaconHill,2026-01-22 15:58:03.517,True,-0.06,88.6,10.0,286996.0,188.0,894.0,8938.0,1000.0,3,0.0,False,False,3.45,0.0,-83,112952,5.53,0.61,5.79,8.24
